source,cell_id,family,held_out,severity,asd_policy,seed,detector,t_rel,rho_w,poison_collapsed,gated_recovers,oracle_recovers,gs_label,gs_snr,gs_event_time,native_snr_w,rho_w_over_gs_snr
synthetic_archive,133,glitch_train,False,6.0,welch,13300051,H1,-1.4764797102398082,4893.16983405519,True,True,True,,,,,
synthetic_archive,134,glitch_train,False,6.0,welch,13400068,L1,-1.3641440478141384,720.5816156536904,False,True,True,,,,,
synthetic_archive,135,glitch_train,False,6.0,stationary,13500000,H1,-0.6691283158384767,3734.9660503262944,False,True,True,,,,,
synthetic_archive,136,glitch_train,False,6.0,stationary,13600017,H1,-0.9308768371568122,6372.835742628162,True,True,True,,,,,
synthetic_archive,137,glitch_train,False,6.0,stationary,13700034,H1,-0.8775772641809717,6730.752875517728,True,True,True,,,,,
synthetic_archive,138,glitch_train,False,6.0,stationary,13800051,H1,-0.8875931153154114,9218.537544500345,True,True,True,,,,,
synthetic_archive,139,glitch_train,False,6.0,stationary,13900068,L1,-0.4871983996298704,532.4019119406961,False,True,True,,,,,
synthetic_archive,140,glitch_train,False,10.0,welch,14000000,H1,-1.2329595035062382,8118.149904747982,False,True,True,,,,,
synthetic_archive,141,glitch_train,False,10.0,welch,14100017,H1,-1.075414368814607,11484.58170413938,False,True,True,,,,,
synthetic_archive,142,glitch_train,False,10.0,welch,14200034,H1,-0.4517164099342169,7724.124267773508,True,True,True,,,,,
synthetic_archive,143,glitch_train,False,10.0,welch,14300051,H1,-0.7158024654473637,16690.391855219055,True,True,True,,,,,
synthetic_archive,144,glitch_train,False,10.0,welch,14400068,L1,-0.4494483953059845,872.0148550391608,False,True,True,,,,,
synthetic_archive,145,glitch_train,False,10.0,stationary,14500000,H1,-0.4506422305219299,7461.560850715639,True,True,True,,,,,
synthetic_archive,146,glitch_train,False,10.0,stationary,14600017,H1,-1.4427991975892829,10357.277038872237,True,False,False,,,,,
synthetic_archive,147,glitch_train,False,10.0,stationary,14700034,H1,-0.7466588169742577,8563.117411528918,True,True,True,,,,,
synthetic_archive,148,glitch_train,False,10.0,stationary,14800051,H1,-0.488141926311352,14204.970590864055,True,True,True,,,,,
synthetic_archive,149,glitch_train,False,10.0,stationary,14900068,L1,-1.2191207564346522,791.7007657346328,False,True,True,,,,,
synthetic_archive,150,ringing,True,3.0,welch,15000000,H1,-1.128685505089693,4866.921575745234,True,True,False,,,,,
synthetic_archive,151,ringing,True,3.0,welch,15100017,H1,-1.4694146690489585,6047.458565806027,False,True,True,,,,,
synthetic_archive,152,ringing,True,3.0,welch,15200034,H1,-0.9534427111564836,1421.467927331235,True,True,True,,,,,
synthetic_archive,153,ringing,True,3.0,welch,15300051,H1,-1.1662768990131454,6459.418215612826,False,True,True,,,,,
synthetic_archive,154,ringing,True,3.0,welch,15400068,L1,-1.033493875443252,287.5096868502867,False,True,True,,,,,
synthetic_archive,155,ringing,True,3.0,stationary,15500000,H1,-1.1577640256335893,5422.4456375860145,True,True,True,,,,,
synthetic_archive,156,ringing,True,3.0,stationary,15600017,H1,-0.6934846602197315,7399.779191076239,True,True,False,,,,,
synthetic_archive,157,ringing,True,3.0,stationary,15700034,H1,-1.4775407979663482,5751.525726520733,True,True,True,,,,,
synthetic_archive,158,ringing,True,3.0,stationary,15800051,H1,-0.641100736132065,5239.83703774254,True,True,False,,,,,
synthetic_archive,159,ringing,True,3.0,stationary,15900068,L1,-1.1462308616617098,389.47096737722256,True,True,False,,,,,
synthetic_archive,160,ringing,True,6.0,welch,16000000,H1,-0.679665984978047,10056.582321055666,False,True,False,,,,,
synthetic_archive,161,ringing,True,6.0,welch,16100017,H1,-0.4993579833950625,7394.453816281606,False,True,False,,,,,
synthetic_archive,162,ringing,True,6.0,welch,16200034,H1,-1.042880727667657,14031.701515309727,False,True,True,,,,,
synthetic_archive,163,ringing,True,6.0,welch,16300051,H1,-0.9857061250941068,9096.15074143436,False,True,True,,,,,
synthetic_archive,164,ringing,True,6.0,welch,16400068,L1,-1.2801655920254955,1074.70860464793,False,True,True,,,,,
synthetic_archive,165,ringing,True,6.0,stationary,16500000,H1,-1.365312694787726,9818.8806581021,False,True,True,,,,,
synthetic_archive,166,ringing,True,6.0,stationary,16600017,H1,-0.3371666892382407,15134.235878946549,True,False,False,,,,,
synthetic_archive,167,ringing,True,6.0,stationary,16700034,H1,-1.0048446887234068,14904.064838216496,False,True,True,,,,,
synthetic_archive,168,ringing,True,6.0,stationary,16800051,H1,-0.6210027629031283,10510.710688472009,True,True,False,,,,,
synthetic_archive,169,ringing,True,6.0,stationary,16900068,L1,-1.0452277259913116,1036.0500861928826,False,True,True,,,,,
synthetic_archive,170,ringing,True,10.0,welch,17000000,H1,-0.7689768239060989,6670.258616660187,True,True,True,,,,,
synthetic_archive,171,ringing,True,10.0,welch,17100017,H1,-0.4937326151426236,22812.201152945305,True,True,True,,,,,
synthetic_archive,172,ringing,True,10.0,welch,17200034,H1,-1.2813623531240517,17827.907957252653,True,True,False,,,,,
synthetic_archive,173,ringing,True,10.0,welch,17300051,H1,-0.5246021399789819,20510.748841264543,True,True,False,,,,,
synthetic_archive,174,ringing,True,10.0,welch,17400068,L1,-1.2857160719673535,1860.5022992916709,True,True,False,,,,,
synthetic_archive,175,ringing,True,10.0,stationary,17500000,H1,-0.6907071550564813,10348.658310800012,True,True,True,,,,,
synthetic_archive,176,ringing,True,10.0,stationary,17600017,H1,-0.6890995893885371,17167.15803192613,True,True,True,,,,,
synthetic_archive,177,ringing,True,10.0,stationary,17700034,H1,-0.9215307984648006,22998.873378679345,True,True,False,,,,,
synthetic_archive,178,ringing,True,10.0,stationary,17800051,H1,-1.2355271907339107,12842.717336020534,True,True,True,,,,,
synthetic_archive,179,ringing,True,10.0,stationary,17900068,L1,-1.4934602421502932,1393.6862047594573,True,True,False,,,,,
synthetic_archive,180,double_blip,True,3.0,welch,18000000,H1,-0.3887926564650694,2990.8850793990464,False,True,True,,,,,
synthetic_archive,181,double_blip,True,3.0,welch,18100017,H1,-0.6601663969621524,1679.1094891045514,True,True,True,,,,,
synthetic_archive,182,double_blip,True,3.0,welch,18200034,H1,-0.6536244194627472,1529.9907082345323,False,True,True,,,,,
synthetic_archive,183,double_blip,True,3.0,welch,18300051,H1,-1.1796850930439762,2129.634685876814,False,True,True,,,,,
synthetic_archive,184,double_blip,True,3.0,welch,18400068,L1,-0.322570978934746,149.4044156998207,False,True,True,,,,,
synthetic_archive,185,double_blip,True,3.0,stationary,18500000,H1,-0.7872362028892981,1673.587808733372,False,True,True,,,,,
synthetic_archive,186,double_blip,True,3.0,stationary,18600017,H1,-0.4788005236287737,2085.9724913341147,True,True,True,,,,,
synthetic_archive,187,double_blip,True,3.0,stationary,18700034,H1,-1.4536674807073275,2350.7716172671303,False,True,True,,,,,
synthetic_archive,188,double_blip,True,3.0,stationary,18800051,H1,-1.1031240511660574,1623.803460261374,False,True,True,,,,,
synthetic_archive,189,double_blip,True,3.0,stationary,18900068,L1,-1.2602228528662294,189.721825800094,True,True,True,,,,,
synthetic_archive,190,double_blip,True,6.0,welch,19000000,H1,-1.191915758147893,5273.219244914132,False,False,True,,,,,
synthetic_archive,191,double_blip,True,6.0,welch,19100017,H1,-1.0471946378473558,2313.22805880194,False,True,True,,,,,
synthetic_archive,192,double_blip,True,6.0,welch,19200034,H1,-0.8430156307132275,5243.19601019585,False,True,True,,,,,
synthetic_archive,193,double_blip,True,6.0,welch,19300051,H1,-0.5432660362416988,4649.00399204282,False,True,False,,,,,
synthetic_archive,194,double_blip,True,6.0,welch,19400068,L1,-1.244029475565692,433.5099188580805,False,True,True,,,,,
synthetic_archive,195,double_blip,True,6.0,stationary,19500000,H1,-0.3579444475233643,6562.237928141023,False,True,True,,,,,
synthetic_archive,196,double_blip,True,6.0,stationary,19600017,H1,-1.1546065625157529,5406.215746712826,False,True,True,,,,,
synthetic_archive,197,double_blip,True,6.0,stationary,19700034,H1,-0.7246779494176819,4765.7755957678455,True,True,True,,,,,
synthetic_archive,198,double_blip,True,6.0,stationary,19800051,H1,-0.5152959715866312,4022.648008477459,False,True,True,,,,,
synthetic_archive,199,double_blip,True,6.0,stationary,19900068,L1,-1.147470857232335,462.9151047907332,False,True,True,,,,,
synthetic_archive,200,double_blip,True,10.0,welch,20000000,H1,-1.193148572983458,10988.70524792975,True,True,True,,,,,
synthetic_archive,201,double_blip,True,10.0,welch,20100017,H1,-0.3668333384180967,7658.440208881459,True,True,True,,,,,
synthetic_archive,202,double_blip,True,10.0,welch,20200034,H1,-0.9614092372572052,6712.321529941505,True,True,True,,,,,
synthetic_archive,203,double_blip,True,10.0,welch,20300051,H1,-0.7048922956663021,6660.98490880891,True,True,True,,,,,
synthetic_archive,204,double_blip,True,10.0,welch,20400068,L1,-0.4257370424928023,996.3535531626188,False,True,True,,,,,
synthetic_archive,205,double_blip,True,10.0,stationary,20500000,H1,-0.7791205777907692,8367.113137528868,True,True,True,,,,,
synthetic_archive,206,double_blip,True,10.0,stationary,20600017,H1,-0.9300134595942996,8386.71159381125,False,True,True,,,,,
synthetic_archive,207,double_blip,True,10.0,stationary,20700034,H1,-1.0543299323984674,6568.044422736106,True,False,True,,,,,
synthetic_archive,208,double_blip,True,10.0,stationary,20800051,H1,-1.0389390196301302,7405.997279356959,True,False,True,,,,,
synthetic_archive,209,double_blip,True,10.0,stationary,20900068,L1,-0.7311193460437957,477.28272147281064,False,True,True,,,,,
synthetic_archive,210,narrowband_tone,True,3.0,welch,21000000,H1,-0.5605062555828548,14778.84872435128,False,True,False,,,,,
synthetic_archive,211,narrowband_tone,True,3.0,welch,21100017,H1,-0.7884706717893069,19914.07529030704,False,True,False,,,,,
