cell_id,family,held_out,severity,asd_policy,seed,detectors,t_rel,params_json,poison_lo,poison_med,poison_hi,poison_collapsed,gated_lo,gated_med,gated_hi,gated_recovers,oracle_lo,oracle_med,oracle_hi,oracle_recovers,detector_n_gates,detector_fired,oracle_only_recovery,residual_power_H1,residual_power_L1,error,elapsed_s,gs_label,gs_event_time,gs_snr,gs_duration,gs_confidence,excerpt_window_s,severity_mode,scale_k,native_snr,injected_snr_w,injected_inband_rms_ratio,is_noise_control,gates_json,gs_snr_bin,injected_rho_w
15,Blip,True,nan,stationary,0,H1,-1.1277097493292532,"{""gs_event_time"": 1238210670.78223, ""window_s"": 2.5, ""mode"": ""native""}",11.207161331176758,16.054670333862305,36.92784996032715,False,17.07006492614746,34.42466926574707,45.74162349700928,True,11.9978816986084,18.099760055541992,41.62984924316406,False,1,True,False,0.05239908443902024,0.0,,5.598,Blip,1238210670.78223,80.3803405761719,1.25,0.9999998807907104,2.5,native,48.08344406970361,110.0170293939222,110.01702939392221,0.02002302022572211,False,"[[-1.963, -0.287]]","[30,100)",118.66259100780474
16,Blip,True,nan,stationary,0,H1,-0.9169975694018532,"{""gs_event_time"": 1238210670.78223, ""window_s"": 2.5, ""mode"": ""native""}",10.602166366577148,13.701841354370117,24.085895633697508,False,17.01608943939209,33.46156120300293,44.229756355285645,True,15.506875610351562,29.315731048583984,44.19259662628174,True,1,True,False,0.05092999198468915,0.0,,6.033,Blip,1238210670.78223,80.3803405761719,1.25,0.9999998807907104,2.5,native,48.08344406970361,110.0170293939222,110.01702939392221,0.02002302022572211,False,"[[-1.838, -0.162]]","[30,100)",118.66259100780474
17,Blip,True,nan,stationary,0,H1,-0.43261459878119973,"{""gs_event_time"": 1238210670.78223, ""window_s"": 2.5, ""mode"": ""native""}",10.668068313598633,13.093133926391602,18.22561378479004,False,18.13652687072754,32.82786560058594,45.502374458312985,True,15.054768371582032,28.557377815246582,44.607825660705565,True,1,True,False,0.04859621676271051,0.0,,5.672,Blip,1238210670.78223,80.3803405761719,1.25,0.9999998807907104,2.5,native,48.08344406970361,110.0170293939222,110.01702939392221,0.02002302022572211,False,"[[-1.213, 0.338]]","[30,100)",118.66259100780474
18,Blip,True,nan,stationary,0,H1,-0.37914778085250045,"{""gs_event_time"": 1265092802.5542, ""window_s"": 1.0, ""mode"": ""native""}",16.463200950622557,31.632665634155273,44.912031173706055,False,18.573588943481447,33.95350646972656,44.92441463470459,True,17.301795387268065,31.611421585083008,45.523766899108885,True,1,True,False,0.04698017530315826,0.0,,6.011,Blip,1265092802.5542,32.3168106079102,0.25,0.9999997615814208,1.0,native,37.8879132995385,35.31781842922267,35.317818429222676,0.005774312067030367,False,"[[-1.088, 0.338]]","[30,100)",38.082694131185946
19,Blip,True,nan,stationary,0,H1,-1.0706457639491158,"{""gs_event_time"": 1265092802.5542, ""window_s"": 1.0, ""mode"": ""native""}",18.32675132751465,33.02717208862305,45.208374214172366,False,18.39838581085205,34.49725532531738,44.86337795257568,True,14.832021713256836,28.78263759613037,44.71894645690918,True,1,True,False,0.0494553929635043,0.0,,5.573,Blip,1265092802.5542,32.3168106079102,0.25,0.9999997615814208,1.0,native,37.8879132995385,35.31781842922267,35.317818429222676,0.005774312067030367,False,"[[-1.838, -0.287]]","[30,100)",38.082694131185946
20,Blip,True,nan,stationary,0,H1,-0.814164203124287,"{""gs_event_time"": 1265092802.5542, ""window_s"": 1.0, ""mode"": ""native""}",16.722250556945802,30.91524314880371,44.65521755218506,False,17.443534088134765,31.797334671020508,44.748609161376955,True,15.416054344177246,27.129935264587402,45.47380123138427,True,1,True,False,0.04725899913078868,0.0,,6.317,Blip,1265092802.5542,32.3168106079102,0.25,0.9999997615814208,1.0,native,37.8879132995385,35.31781842922267,35.317818429222676,0.005774312067030367,False,"[[-1.588, -0.037]]","[30,100)",38.082694131185946
21,Blip,True,nan,stationary,0,H1,-1.1137567307088694,"{""gs_event_time"": 1263969411.51831, ""window_s"": 1.0, ""mode"": ""native""}",20.52608757019043,34.72714614868164,45.41471157073975,False,17.906266975402833,33.23410415649414,44.724298095703126,True,14.567429351806641,27.35987663269043,43.22455177307129,True,1,True,False,0.052399084348277704,0.0,,5.418,Blip,1263969411.51831,34.6442909240723,0.1875,0.9999996423721312,1.0,native,52.127677545591105,60.56216564467913,60.56216564467914,0.013616773647092432,False,"[[-1.963, -0.287]]","[30,100)",65.29372946742431
22,Blip,True,nan,stationary,0,H1,-0.7868399637603639,"{""gs_event_time"": 1263969411.51831, ""window_s"": 1.0, ""mode"": ""native""}",16.83856658935547,31.901053428649902,45.52876434326172,False,16.636141204833983,32.78484344482422,45.22233695983887,True,19.570715713500977,34.45829200744629,44.110500717163085,True,1,True,False,0.04725899918879473,0.0,,5.496,Blip,1263969411.51831,34.6442909240723,0.1875,0.9999996423721312,1.0,native,52.127677545591105,60.56216564467913,60.56216564467914,0.013616773647092432,False,"[[-1.588, -0.037]]","[30,100)",65.29372946742431
23,Blip,True,nan,stationary,0,H1,-1.09450652939144,"{""gs_event_time"": 1263969411.51831, ""window_s"": 1.0, ""mode"": ""native""}",18.912792587280272,35.62354850769043,45.33747787475586,False,18.15698986053467,33.204689025878906,44.84723014831543,True,13.14929656982422,22.984400749206543,44.383278083801265,False,1,True,False,0.05239908410614326,0.0,,5.862,Blip,1263969411.51831,34.6442909240723,0.1875,0.9999996423721312,1.0,native,52.127677545591105,60.56216564467913,60.56216564467914,0.013616773647092432,False,"[[-1.963, -0.287]]","[30,100)",65.29372946742431
24,Blip,True,nan,stationary,0,H1,-1.0300571993662064,"{""gs_event_time"": 1243601282.31103, ""window_s"": 1.0, ""mode"": ""native""}",15.576273155212402,28.88456439971924,43.98501262664795,False,18.26729393005371,34.411678314208984,45.133703994750974,True,21.882497787475586,35.74512481689453,44.50235385894776,True,1,True,False,0.04945539299475028,0.0,,6.105,Blip,1243601282.31103,39.2656288146973,0.375,0.9999991655349731,1.0,native,45.53774776291852,54.803676502958304,54.8036765029583,0.009412913199190959,False,"[[-1.838, -0.287]]","[30,100)",59.09450161278484
25,Blip,True,nan,stationary,0,H1,-0.43167077759424927,"{""gs_event_time"": 1243601282.31103, ""window_s"": 1.0, ""mode"": ""native""}",21.878664588928224,34.315547943115234,45.38597145080566,False,18.207010078430176,33.862571716308594,44.81435432434082,True,15.511078453063964,31.045019149780273,44.50901546478271,True,1,True,False,0.04859621665678525,0.0,,5.492,Blip,1243601282.31103,39.2656288146973,0.375,0.9999991655349731,1.0,native,45.53774776291852,54.803676502958304,54.8036765029583,0.009412913199190959,False,"[[-1.213, 0.338]]","[30,100)",59.09450161278484
26,Blip,True,nan,stationary,0,H1,-1.2274108877599443,"{""gs_event_time"": 1243601282.31103, ""window_s"": 1.0, ""mode"": ""native""}",21.52312297821045,35.70681571960449,45.49180450439453,False,17.78656940460205,32.75595664978027,45.430759048461915,True,20.15270290374756,35.454423904418945,46.03333721160889,True,1,True,False,0.051975223850856365,0.0,,6.277,Blip,1243601282.31103,39.2656288146973,0.375,0.9999991655349731,1.0,native,45.53774776291852,54.803676502958304,54.8036765029583,0.009412913199190959,False,"[[-2.0, -0.412]]","[30,100)",59.09450161278484
27,Blip,True,nan,stationary,0,H1,-0.7521754263767492,"{""gs_event_time"": 1241210717.1167, ""window_s"": 1.0, ""mode"": ""native""}",20.173027420043944,34.63139533996582,45.64384136199951,False,17.158839797973634,31.030820846557617,44.479997634887695,True,16.822529602050782,32.52658462524414,44.50329055786133,True,1,True,False,0.049345793341160155,0.0,,6.393,Blip,1241210717.1167,34.1753082275391,0.21875,0.9999991655349731,1.0,native,46.734454438395026,50.11967312909231,50.119673129092305,0.008774783325857884,False,"[[-1.588, 0.088]]","[30,100)",54.043096251754186
28,Blip,True,nan,stationary,0,H1,-1.3991815877011382,"{""gs_event_time"": 1241210717.1167, ""window_s"": 1.0, ""mode"": ""native""}",17.389553451538085,33.61783790588379,44.38002510070801,False,20.943399047851564,35.34074783325195,45.00267734527588,True,21.621468353271485,35.334903717041016,45.367404556274415,True,1,True,False,0.049232876267731575,0.0,,5.729,Blip,1241210717.1167,34.1753082275391,0.21875,0.9999991655349731,1.0,native,46.734454438395026,50.11967312909231,50.119673129092305,0.008774783325857884,False,"[[-2.0, -0.662]]","[30,100)",54.043096251754186
29,Blip,True,nan,stationary,0,H1,-0.5008270228159227,"{""gs_event_time"": 1241210717.1167, ""window_s"": 1.0, ""mode"": ""native""}",19.781262397766113,35.006303787231445,44.95391960144043,False,18.96707420349121,34.34571075439453,45.519979095458986,True,12.47272548675537,19.90663719177246,42.567068290710445,False,1,True,False,0.04859621664889184,0.0,,5.609,Blip,1241210717.1167,34.1753082275391,0.21875,0.9999991655349731,1.0,native,46.734454438395026,50.11967312909231,50.119673129092305,0.008774783325857884,False,"[[-1.213, 0.338]]","[30,100)",54.043096251754186
30,Blip,True,nan,stationary,0,H1,-0.55548203101358,"{""gs_event_time"": 1245443923.63818, ""window_s"": 1.531239986419678, ""mode"": ""native""}",11.462882614135742,15.951421737670898,36.78779430389404,False,19.89750862121582,33.91926383972168,45.22562046051025,True,17.660332489013673,33.166006088256836,45.57728614807129,True,1,True,False,0.05211147466439996,0.0,,6.59,Blip,1245443923.63818,166.305953979492,0.765619993209839,0.9982330799102784,1.531239986419678,native,48.989939356871275,248.79648639894407,248.796486398944,0.03941414960305299,False,"[[-1.463, 0.338]]","[100,300)",268.23427776044673
31,Blip,True,nan,stationary,0,H1,-1.2127566684084574,"{""gs_event_time"": 1245443923.63818, ""window_s"": 1.531239986419678, ""mode"": ""native""}",12.368868827819824,16.565645217895508,27.79383106231689,False,18.292055320739745,32.858001708984375,44.53401527404785,True,16.79924793243408,32.44104194641113,44.92637767791748,True,1,True,False,0.051975223710019024,0.0,,6.194,Blip,1245443923.63818,166.305953979492,0.765619993209839,0.9982330799102784,1.531239986419678,native,48.989939356871275,248.79648639894407,248.796486398944,0.03941414960305299,False,"[[-2.0, -0.412]]","[100,300)",268.23427776044673
32,Blip,True,nan,stationary,0,H1,-0.4482189230271555,"{""gs_event_time"": 1245443923.63818, ""window_s"": 1.531239986419678, ""mode"": ""native""}",18.107573890686034,30.744521141052246,42.7738733291626,False,17.263245010375975,33.34417915344238,45.40737590789795,True,21.814214324951173,35.890682220458984,45.178666305541995,True,1,True,False,0.053099455896548096,0.0,,5.69,Blip,1245443923.63818,166.305953979492,0.765619993209839,0.9982330799102784,1.531239986419678,native,48.989939356871275,248.79648639894407,248.796486398944,0.03941414960305299,False,"[[-1.338, 0.463]]","[100,300)",268.23427776044673
33,Blip,True,nan,stationary,0,H1,-1.4297183582337667,"{""gs_event_time"": 1242143255.21594, ""window_s"": 1.0, ""mode"": ""native""}",15.33125171661377,29.33845615386963,45.13287792205811,False,19.48449649810791,34.896493911743164,45.080495071411136,True,16.64135398864746,29.62887668609619,45.4771806716919,True,1,True,False,0.049232876109572644,0.0,,5.51,Blip,1242143255.21594,124.512229919434,0.375,0.99800044298172,1.0,native,48.34355001580046,163.07207227499453,163.0720722749945,0.05311382771256489,False,"[[-2.0, -0.662]]","[100,300)",175.83062630722418
34,Blip,True,nan,stationary,0,H1,-1.0966595273452076,"{""gs_event_time"": 1242143255.21594, ""window_s"": 1.0, ""mode"": ""native""}",13.99014072418213,26.0787410736084,44.39872150421142,False,17.80457763671875,32.31944274902344,45.03098335266113,True,17.80065631866455,31.982319831848145,46.1072280883789,True,1,True,False,0.052399084752341916,0.0,,5.849,Blip,1242143255.21594,124.512229919434,0.375,0.99800044298172,1.0,native,48.34355001580046,163.07207227499453,163.0720722749945,0.05311382771256489,False,"[[-1.963, -0.287]]","[100,300)",175.83062630722418
35,Blip,True,nan,stationary,0,H1,-1.319664639726193,"{""gs_event_time"": 1242143255.21594, ""window_s"": 1.0, ""mode"": ""native""}",22.069118309020997,35.86863708496094,45.78750839233398,False,14.944792556762696,30.079880714416504,44.609228897094724,True,15.78943748474121,26.187108993530273,45.859937286376955,True,1,True,False,0.05064812100047996,0.0,,5.817,Blip,1242143255.21594,124.512229919434,0.375,0.99800044298172,1.0,native,48.34355001580046,163.07207227499453,163.0720722749945,0.05311382771256489,False,"[[-2.0, -0.537]]","[100,300)",175.83062630722418
36,Blip,True,nan,stationary,0,H1,-0.9595927600208557,"{""gs_event_time"": 1263250261.08252, ""window_s"": 1.25, ""mode"": ""native""}",16.486301803588866,30.930870056152344,42.76629505157471,False,18.245108604431152,33.38853454589844,45.320142936706546,True,17.907702255249024,34.11842346191406,44.9903205871582,True,1,True,False,0.05092999250465173,0.0,,5.428,Blip,1263250261.08252,103.223983764648,0.625,0.9944652915000916,1.25,native,49.22795067088206,174.63960205568105,174.63960205568105,0.035387494154637746,False,"[[-1.838, -0.162]]","[100,300)",188.29224100565517
37,Blip,True,nan,stationary,0,H1,-0.5444108756552469,"{""gs_event_time"": 1263250261.08252, ""window_s"": 1.25, ""mode"": ""native""}",19.776543617248535,34.23183822631836,46.176462173461914,False,17.624467658996583,33.22697639465332,44.543935966491695,True,16.382592582702635,29.151497840881348,45.32443714141846,True,1,True,False,0.050298262767889214,0.0,,6.054,Blip,1263250261.08252,103.223983764648,0.625,0.9944652915000916,1.25,native,49.22795067088206,174.63960205568105,174.63960205568105,0.035387494154637746,False,"[[-1.338, 0.338]]","[100,300)",188.29224100565514
38,Blip,True,nan,stationary,0,H1,-1.223229349207503,"{""gs_event_time"": 1263250261.08252, ""window_s"": 1.25, ""mode"": ""native""}",12.755977630615234,20.3488826751709,43.27776317596435,False,17.225024223327637,33.61566352844238,45.34424591064453,True,15.261992073059082,31.015217781066895,44.218268585205074,True,1,True,False,0.051975223571613896,0.0,,5.998,Blip,1263250261.08252,103.223983764648,0.625,0.9944652915000916,1.25,native,49.22795067088206,174.63960205568105,174.63960205568105,0.035387494154637746,False,"[[-2.0, -0.412]]","[100,300)",188.29224100565517
39,Blip,True,nan,stationary,0,H1,-1.4375744387227085,"{""gs_event_time"": 1251034973.20166, ""window_s"": 4.1972599029541, ""mode"": ""native""}",15.684283256530762,28.204408645629883,42.02141914367676,False,19.78339080810547,34.37160682678223,45.57472190856934,True,16.484596824645998,33.09991645812988,44.65959873199463,True,1,True,False,0.04923287653947963,0.0,,5.403,Blip,1251034973.20166,142.999908447266,2.09862995147705,0.9939660429954528,4.1972599029541,native,48.433920295669516,234.25002642697063,234.25002642697063,0.023422428462511108,False,"[[-2.0, -0.662]]","[100,300)",252.57624973988644
40,Blip,True,nan,stationary,0,H1,-1.014537792214166,"{""gs_event_time"": 1251034973.20166, ""window_s"": 4.1972599029541, ""mode"": ""native""}",11.092154502868652,13.564657211303711,19.304163360595698,False,16.461341285705565,32.590179443359375,44.85733413696289,True,17.44868335723877,32.998130798339844,46.153211784362796,True,1,True,False,0.050929992245065336,0.0,,5.388,Blip,1251034973.20166,142.999908447266,2.09862995147705,0.9939660429954528,4.1972599029541,native,48.433920295669516,234.25002642697063,234.25002642697063,0.023422428462511108,False,"[[-1.838, -0.162]]","[100,300)",252.5762497398864
41,Blip,True,nan,stationary,0,H1,-1.2617843465888936,"{""gs_event_time"": 1251034973.20166, ""window_s"": 4.1972599029541, ""mode"": ""native""}",21.852091789245605,33.46824645996094,43.16205768585205,False,17.743051719665527,33.0659122467041,45.084818267822264,True,15.73115406036377,25.322108268737793,45.559882164001465,True,1,True,False,0.051975224046820465,0.0,,4.992,Blip,1251034973.20166,142.999908447266,2.09862995147705,0.9939660429954528,4.1972599029541,native,48.433920295669516,234.25002642697063,234.25002642697063,0.023422428462511108,False,"[[-2.0, -0.412]]","[100,300)",252.5762497398864
42,Blip,True,nan,stationary,0,H1,-1.3910963452570537,"{""gs_event_time"": 1268233046.64697, ""window_s"": 1.5, ""mode"": ""native""}",20.225597763061522,32.59828567504883,42.912990188598634,False,15.710599899291992,29.4894437789917,44.06056041717529,True,18.285828018188475,33.31003189086914,45.06661128997803,True,1,True,False,0.050648120746602895,0.0,,5.31,Blip,1268233046.64697,106.587547302246,0.75,0.9919356107711792,1.5,native,49.41399677296988,172.8917312398834,172.8917312398834,0.025783788201839155,False,"[[-2.0, -0.537]]","[100,300)",186.41348264205845
43,Blip,True,nan,stationary,0,H1,-0.8036011368157793,"{""gs_event_time"": 1268233046.64697, ""window_s"": 1.5, ""mode"": ""native""}",22.602448081970216,34.67594909667969,44.27878665924072,False,19.266390228271483,33.75639533996582,45.16184577941895,True,16.72233715057373,31.033175468444824,45.83563766479492,True,1,True,False,0.05175222704574074,0.0,,5.196,Blip,1268233046.64697,106.587547302246,0.75,0.9919356107711792,1.5,native,49.41399677296988,172.8917312398834,172.8917312398834,0.025783788201839155,False,"[[-1.713, 0.088]]","[100,300)",186.41348264205845
44,Blip,True,nan,stationary,0,H1,-1.1415646406172928,"{""gs_event_time"": 1268233046.64697, ""window_s"": 1.5, ""mode"": ""native""}",13.065013885498047,23.876015663146973,42.87543621063232,False,19.23868045806885,33.65888977050781,45.00101318359375,True,14.792517280578613,23.87773895263672,43.65335903167725,True,1,True,False,0.052399084306557445,0.0,,5.911,Blip,1268233046.64697,106.587547302246,0.75,0.9919356107711792,1.5,native,49.41399677296988,172.8917312398834,172.8917312398834,0.025783788201839155,False,"[[-1.963, -0.287]]","[100,300)",186.41348264205845
45,Blip,True,nan,stationary,0,H1,-0.6936061464523687,"{""gs_event_time"": 1250481506.04541, ""window_s"": 1.5, ""mode"": ""native""}",18.39585361480713,33.23603439331055,45.073259544372554,False,18.920211029052734,35.44019317626953,45.56952056884766,True,23.238922214508058,36.07302284240723,45.16505126953125,True,0,False,False,0.0,0.0,,5.863,Blip,1250481506.04541,344.380798339844,0.75,0.9554197192192078,1.5,native,0.0,0.0,0.0,0.0021456748718107765,False,[],"[300,inf)",0.0
46,Blip,True,nan,stationary,0,H1,-1.2605814672381441,"{""gs_event_time"": 1250481506.04541, ""window_s"": 1.5, ""mode"": ""native""}",18.8642484664917,33.68317794799805,44.8847318649292,False,19.312553024291994,34.09368896484375,45.44669876098633,True,12.65432357788086,19.28536605834961,42.4824312210083,False,0,False,False,0.0,0.0,,5.766,Blip,1250481506.04541,344.380798339844,0.75,0.9554197192192078,1.5,native,0.0,0.0,0.0,0.0021456748718107765,False,[],"[300,inf)",0.0
47,Blip,True,nan,stationary,0,H1,-0.36946426739220267,"{""gs_event_time"": 1250481506.04541, ""window_s"": 1.5, ""mode"": ""native""}",18.933315086364747,33.2411003112793,45.053591346740724,False,18.81630344390869,34.319990158081055,44.61999568939209,True,18.357384490966798,32.22627639770508,45.03166732788086,True,0,False,False,0.0,0.0,,5.433,Blip,1250481506.04541,344.380798339844,0.75,0.9554197192192078,1.5,native,0.0,0.0,0.0,0.0021456748718107765,False,[],"[300,inf)",0.0
48,Koi_Fish,True,nan,stationary,0,H1,-1.0618677981062057,"{""gs_event_time"": 1238824807.73242, ""window_s"": 2.0, ""mode"": ""native""}",19.591686820983888,34.995527267456055,44.14937191009521,False,18.483893966674806,33.27303123474121,45.01070728302002,True,20.716510009765624,35.71697998046875,45.77509593963623,True,1,True,False,0.05239908440936365,0.0,,5.131,Koi_Fish,1238824807.73242,29.6348705291748,1.0,0.9999827146530152,2.0,native,49.295531948584255,50.55274024546926,50.552740245469266,0.019154970707829577,False,"[[-1.963, -0.287]]","[8,30)",54.49505119054462
49,Koi_Fish,True,nan,stationary,0,H1,-1.3734056645157247,"{""gs_event_time"": 1238824807.73242, ""window_s"": 2.0, ""mode"": ""native""}",16.035844612121583,29.814952850341797,44.77862281799316,False,19.53546276092529,34.04914855957031,45.214273834228514,True,16.89478702545166,31.98064136505127,45.6247953414917,True,1,True,False,0.04923287634776664,0.0,,6.342,Koi_Fish,1238824807.73242,29.6348705291748,1.0,0.9999827146530152,2.0,native,49.295531948584255,50.55274024546926,50.552740245469266,0.019154970707829577,False,"[[-2.0, -0.662]]","[8,30)",54.49505119054463
50,Koi_Fish,True,nan,stationary,0,H1,-0.745070218152349,"{""gs_event_time"": 1238824807.73242, ""window_s"": 2.0, ""mode"": ""native""}",14.634569931030274,28.671695709228516,44.017166709899904,False,17.593473052978517,32.67578125,45.3816593170166,True,17.162681770324706,31.79154396057129,45.011434936523436,True,1,True,False,0.04934579346852389,0.0,,6.291,Koi_Fish,1238824807.73242,29.6348705291748,1.0,0.9999827146530152,2.0,native,49.295531948584255,50.55274024546926,50.552740245469266,0.019154970707829577,False,"[[-1.588, 0.088]]","[8,30)",54.49505119054463
51,Koi_Fish,True,nan,stationary,0,H1,-0.38741453631855916,"{""gs_event_time"": 1238563835.38672, ""window_s"": 2.5, ""mode"": ""native""}",17.924555206298827,32.622962951660156,45.4530460357666,False,19.352498626708986,34.77829551696777,45.83383331298828,True,16.670479202270506,31.086538314819336,45.18147239685059,True,1,True,False,0.04698017538582293,0.0,,6.131,Koi_Fish,1238563835.38672,28.3134708404541,1.25,0.9999819993972778,2.5,native,44.01438709083534,42.351994316541195,42.351994316541195,0.015474134131235384,False,"[[-1.088, 0.338]]","[8,30)",45.64281466536453
52,Koi_Fish,True,nan,stationary,0,H1,-0.9715474143410593,"{""gs_event_time"": 1238563835.38672, ""window_s"": 2.5, ""mode"": ""native""}",18.879508209228515,34.271305084228516,45.43251190185547,False,20.083289527893065,34.68028259277344,44.59765548706055,True,20.1067684173584,35.1778507232666,45.370062065124515,True,1,True,False,0.049455392989467405,0.0,,6.877,Koi_Fish,1238563835.38672,28.3134708404541,1.25,0.9999819993972778,2.5,native,44.01438709083534,42.351994316541195,42.351994316541195,0.015474134131235384,False,"[[-1.838, -0.287]]","[8,30)",45.64281466536453
53,Koi_Fish,True,nan,stationary,0,H1,-0.35449140757111536,"{""gs_event_time"": 1238563835.38672, ""window_s"": 2.5, ""mode"": ""native""}",16.977780532836913,30.969651222229004,44.480713844299316,False,18.772281646728516,33.09769058227539,45.180654525756836,True,16.44895496368408,32.27574157714844,44.90130195617676,True,1,True,False,0.05006117613519609,0.0,,6.207,Koi_Fish,1238563835.38672,28.3134708404541,1.25,0.9999819993972778,2.5,native,44.01438709083534,42.351994316541195,42.351994316541195,0.015474134131235384,False,"[[-1.088, 0.463]]","[8,30)",45.64281466536453
54,Koi_Fish,True,nan,stationary,0,H1,-0.9001250235748236,"{""gs_event_time"": 1259556042.02539, ""window_s"": 2.5, ""mode"": ""native""}",17.527623558044432,32.69635200500488,45.66533241271973,False,16.879281425476073,33.387556076049805,45.0492467880249,True,21.004515838623046,35.36243438720703,45.60616874694824,True,1,True,False,0.045342824269917835,0.0,,6.516,Koi_Fish,1259556042.02539,25.8250999450684,1.25,0.999975562095642,2.5,native,48.38286947900889,45.263549811444456,45.263549811444456,0.02229745152603909,False,"[[-1.588, -0.162]]","[8,30)",48.78647892772013
