cell_id,family,held_out,severity,asd_policy,seed,detectors,t_rel,params_json,poison_lo,poison_med,poison_hi,poison_collapsed,gated_lo,gated_med,gated_hi,gated_recovers,oracle_lo,oracle_med,oracle_hi,oracle_recovers,detector_n_gates,detector_fired,oracle_only_recovery,residual_power_H1,residual_power_L1,error,elapsed_s,gs_label,gs_event_time,gs_snr,gs_duration,gs_confidence,excerpt_window_s,severity_mode,scale_k,native_snr,injected_snr_w,injected_inband_rms_ratio,is_noise_control,gates_json
29,Blip,True,3.0,stationary,0,H1,-0.4641852931801361,"{""gs_event_time"": 1265026947.38379, ""window_s"": 1.0, ""mode"": ""ladder""}",7.514703941345215,7.515537261962891,7.516954231262207,True,20.737564086914062,34.83392333984375,45.05747032165527,True,14.314720726013183,27.201276779174805,45.180091285705565,True,1,True,False,0.08631126537165058,0.0,,4.233,Blip,1265026947.38379,13.1952104568481,0.0390600003302097,0.9999997615814208,1.0,ladder,47689.34135989891,14.641882280005287,16516.711131184886,3.0,False,"[[-2.0, 2.0]]"
30,Blip,True,6.0,stationary,0,H1,-0.4641852931801361,"{""gs_event_time"": 1265026947.38379, ""window_s"": 1.0, ""mode"": ""ladder""}",7.424889373779297,7.427043914794922,7.429622077941895,True,20.47642765045166,34.647151947021484,45.2574254989624,True,12.746211624145507,21.257993698120117,43.54295692443848,False,1,True,False,0.08631313323602478,0.0,,4.394,Blip,1265026947.38379,13.1952104568481,0.0390600003302097,0.9999997615814208,1.0,ladder,95378.68271979781,14.641882280005287,33033.42226236977,6.0,False,"[[-2.0, 2.0]]"
31,Blip,True,10.0,stationary,0,H1,-0.4641852931801361,"{""gs_event_time"": 1265026947.38379, ""window_s"": 1.0, ""mode"": ""ladder""}",103.70243644714355,103.70507049560547,103.70747718811035,True,20.160371208190917,35.01091766357422,45.02649993896485,True,10.280508995056152,12.614252090454102,17.52896156311035,False,1,True,False,0.08631756085723943,0.0,,4.218,Blip,1265026947.38379,13.1952104568481,0.0390600003302097,0.9999997615814208,1.0,ladder,158964.471199663,14.641882280005287,55055.70377061628,9.999999999999996,False,"[[-2.0, 2.0]]"
32,Blip,True,nan,stationary,0,H1,-0.85024653570109,"{""gs_event_time"": 1240569360.40576, ""window_s"": 1.0, ""mode"": ""native""}",17.75433349609375,32.86872100830078,44.261026763916014,False,19.326297760009766,34.21360397338867,45.3394416809082,True,22.476247787475586,35.83019256591797,45.126508712768555,True,1,True,False,0.04984795966028404,0.0,,4.33,Blip,1240569360.40576,24.6336994171143,0.1875,0.9999996423721312,1.0,native,45.21452015740471,33.05927425292082,33.05927425292082,0.006829940210972637,False,"[[-1.713, -0.037]]"
33,Blip,True,3.0,stationary,0,H1,-0.85024653570109,"{""gs_event_time"": 1240569360.40576, ""window_s"": 1.0, ""mode"": ""ladder""}",7.581022262573242,7.590240478515625,7.598691940307617,True,21.031226921081544,35.94438171386719,45.32960510253906,True,22.49806079864502,35.790056228637695,45.135977554321286,True,1,True,False,0.0863112831650164,0.0,,4.404,Blip,1240569360.40576,24.6336994171143,0.1875,0.9999996423721312,1.0,ladder,19860.13878339609,33.05927425292082,14521.038207542197,3.0000000000000004,False,"[[-2.0, 2.0]]"
34,Blip,True,6.0,stationary,0,H1,-0.85024653570109,"{""gs_event_time"": 1240569360.40576, ""window_s"": 1.0, ""mode"": ""ladder""}",7.700898742675781,7.703453063964844,7.746936225891114,True,21.138278770446778,34.15793991088867,44.9832275390625,True,18.99272003173828,33.26576805114746,43.79815120697022,True,1,True,False,0.08631316866345548,0.0,,4.886,Blip,1240569360.40576,24.6336994171143,0.1875,0.9999996423721312,1.0,ladder,39720.27756679218,33.05927425292082,29042.076415084393,6.000000000000001,False,"[[-2.0, 2.0]]"
35,Blip,True,10.0,stationary,0,H1,-0.85024653570109,"{""gs_event_time"": 1240569360.40576, ""window_s"": 1.0, ""mode"": ""ladder""}",103.28864707946778,103.28952026367188,103.41259269714355,True,20.121165657043456,34.90428924560547,45.055853843688965,True,15.711986541748047,28.67836856842041,42.776813697814944,True,1,True,False,0.08631761954760779,0.0,,4.501,Blip,1240569360.40576,24.6336994171143,0.1875,0.9999996423721312,1.0,ladder,66200.4626113203,33.05927425292082,48403.46069180732,10.000000000000002,False,"[[-2.0, 2.0]]"
36,Blip,True,nan,stationary,0,H1,-1.1403457313551382,"{""gs_event_time"": 1253210165.88135, ""window_s"": 1.0, ""mode"": ""native""}",18.278196716308592,34.603065490722656,45.3734073638916,False,18.6679105758667,33.29922866821289,45.30062408447266,True,12.492740440368653,18.50343132019043,41.777046775817865,False,0,False,False,0.0,0.0,,4.345,Blip,1253210165.88135,21.4035301208496,0.1875,0.9999996423721312,1.0,native,0.0,0.0,0.0,0.0021456748718107765,False,[]
37,Blip,True,3.0,stationary,0,H1,-1.1403457313551382,"{""gs_event_time"": 1253210165.88135, ""window_s"": 1.0, ""mode"": ""ladder""}",99.97071151733398,99.9835205078125,100.00005149841309,True,9.999060249328613,10.122861862182617,10.714409637451173,False,11.878631401062012,16.248884201049805,37.718338584899904,False,1,True,False,0.0863111932123712,0.0,,4.448,Blip,1253210165.88135,21.4035301208496,0.1875,0.9999996423721312,1.0,ladder,30778.753511435087,0.0,17248.4646875106,3.0,False,"[[-2.0, 2.0]]"
38,Blip,True,6.0,stationary,0,H1,-1.1403457313551382,"{""gs_event_time"": 1253210165.88135, ""window_s"": 1.0, ""mode"": ""ladder""}",7.6426385879516605,7.648088455200195,7.650684356689453,True,12.339465522766114,17.626630783081055,20.081803894042967,False,11.044988059997559,14.668441772460938,28.121989250183105,False,1,True,False,0.08631286226177812,0.0,,4.159,Blip,1253210165.88135,21.4035301208496,0.1875,0.9999996423721312,1.0,ladder,61557.50702287017,0.0,34496.9293750212,6.0,False,"[[-2.0, 2.0]]"
