cell_id,family,rho_w_target,rho_w,seed,t_rel,params_json,amp_scale,poison_lo,poison_med,poison_hi,poison_collapsed,gated_lo,gated_med,gated_hi,gated_recovers,detector_n_gates,detector_fired,gates_json,error,elapsed_s
63,broadband_burst,10000.0,10000.0,2500,-0.6490287935614095,"{""duration"": 0.12411876194913862}",3.275390239573051e-19,99.88922538757325,99.91650772094727,99.92458267211914,True,21.1475679397583,34.59211349487305,44.744417381286624,True,1,True,"[[-2.0, 2.0]]",,5.268
64,broadband_burst,10.0,10.0,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",2.759359218034143e-22,18.75149784088135,33.82553672790527,45.60829811096191,False,18.227145767211915,33.512502670288086,45.08657741546631,True,0,False,[],,3.786
65,broadband_burst,26.826957952797258,26.826957952797258,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",7.402521371886548e-22,18.9181791305542,33.81553840637207,45.036973571777345,False,12.880819511413574,20.431808471679688,42.966488647460935,False,1,True,"[[-1.963, -1.037]]",,3.234
66,broadband_burst,71.96856730011521,71.96856730011521,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",1.9858712958828354e-21,19.526719284057616,34.157392501831055,45.09579982757568,False,18.909000205993653,33.547645568847656,45.259640312194826,True,1,True,"[[-2.0, -0.412]]",,3.327
67,broadband_burst,193.06977288832496,193.06977288832496,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",5.32748857543158e-21,19.838427543640137,34.83944892883301,44.59287090301513,False,17.476095962524415,32.140085220336914,44.915327072143555,True,1,True,"[[-2.0, -0.412]]",,3.272
68,broadband_burst,517.9474679231213,517.9474679231213,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",1.4292031200711085e-20,20.464173889160158,35.45538139343262,44.23457431793213,False,17.421402359008788,33.39182472229004,45.01715106964111,True,1,True,"[[-2.0, -0.287]]",,3.322
69,broadband_burst,1389.4954943731375,1389.4954943731375,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",3.834117200815426e-20,10.22236270904541,11.874998092651367,15.402550888061523,False,18.5905179977417,33.680206298828125,45.70483207702637,True,2,True,"[[-2.0, -0.287], [1.037, 1.838]]",,3.344
70,broadband_burst,3727.593720314938,3727.593720314938,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",1.0285770093237211e-19,12.30140380859375,13.634422302246094,21.898451232910155,False,18.01441345214844,32.34480285644531,44.93641548156738,True,2,True,"[[-2.0, -0.162], [0.287, 1.963]]",,3.494
71,broadband_burst,10000.0,10000.0,3500,-1.198682338749895,"{""duration"": 0.21208016625966397}",2.759359218034143e-19,8.734932327270508,8.75714111328125,8.792849349975587,True,10.042752075195313,10.39517593383789,11.72323226928711,False,1,True,"[[-2.0, 2.0]]",,3.874
72,broadband_burst,10.0,10.0,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",4.164568224834343e-22,20.07543659210205,35.30976486206055,44.845695114135744,False,20.348755264282225,34.29201889038086,45.34469623565674,True,0,False,[],,3.789
